TRIAL	NONCE	IMAGE_PROBE_URL	PASSAGE	RESPONSE	VARIANCE	PASSAGE_LENGTH	IMAGE_QUALITY	CHIMERA	WORD_COUNT	INFORMATIVENESS_CHIMERA	INFORMATIVENESS_CHIMERA_A	INFORMATIVENESS_CHIMERA_B
286_L4_C	scoom	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	Mr Nagdi was ambushed and shot by two men riding a SCOOM on a busy street.  @@ In an act of municipal vandalism, they demolished the SCOOM area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled SCOOM, with upright handlebars.  @@ This year Farnborough SCOOM club is reformed again with Doug Cameron as the main man co-ordinating the years comp. 	2.14	1.125	4	C	scooter_skateboard	77	0.2185	0.206	0.231
286_L4_D	specloom	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	Mr Nagdi was ambushed and shot by two men riding a SPECLOOM on a busy street.  @@ In an act of municipal vandalism, they demolished the SPECLOOM area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled SPECLOOM, with upright handlebars.  @@ This year Farnborough SPECLOOM club is reformed again with Doug Cameron as the main man co-ordinating the years comp. 	1.86	1.125	4	D	scooter_skateboard	77	0.1225	0.173	0.072
286_L4_E	rostle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	Mr Nagdi was ambushed and shot by two men riding a ROSTLE on a busy street.  @@ In an act of municipal vandalism, they demolished the ROSTLE area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled ROSTLE, with upright handlebars.  @@ This year Farnborough ROSTLE club is reformed again with Doug Cameron as the main man co-ordinating the years comp. 	1.71	1.385	4	E	scooter_skateboard	77	0.084	0	0.168
286_L4_F	frimital	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	Mr Nagdi was ambushed and shot by two men riding a FRIMITAL on a busy street.  @@ In an act of municipal vandalism, they demolished the FRIMITAL area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled FRIMITAL, with upright handlebars.  @@ This year Farnborough FRIMITAL club is reformed again with Doug Cameron as the main man co-ordinating the years comp. 	1.29	0.7	4	F	scooter_skateboard	77	0	0	0
286_L6_A	vopit	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	Mr Nagdi was ambushed and shot by two men riding a VOPIT on a busy street.  @@ In an act of municipal vandalism, they demolished the VOPIT area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled VOPIT, with upright handlebars.  @@ This year Farnborough VOPIT club is reformed again with Doug Cameron as the main man co-ordinating the years comp.  @@ The FX1 electric VOPIT runs on Ni-Cad batteries, this makes it extremely light and easily transportable with short charge times.  @@ Having broken my ankle on one, I vowed never to ride a VOPIT ever again, so Neighbours is a good substitute. 	2.14	0.99	6	A	scooter_skateboard	123	0.472	0.341	0.603
286_L6_B	divirth	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	Mr Nagdi was ambushed and shot by two men riding a DIVIRTH on a busy street.  @@ In an act of municipal vandalism, they demolished the DIVIRTH area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled DIVIRTH, with upright handlebars.  @@ This year Farnborough DIVIRTH club is reformed again with Doug Cameron as the main man co-ordinating the years comp.  @@ The FX1 electric DIVIRTH runs on Ni-Cad batteries, this makes it extremely light and easily transportable with short charge times.  @@ Having broken my ankle on one, I vowed never to ride a DIVIRTH ever again, so Neighbours is a good substitute. 	3.43	0.904	6	B	scooter_skateboard	123	0.2975	0.232	0.363
286_L6_C	prolon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	Mr Nagdi was ambushed and shot by two men riding a PROLON on a busy street.  @@ In an act of municipal vandalism, they demolished the PROLON area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled PROLON, with upright handlebars.  @@ This year Farnborough PROLON club is reformed again with Doug Cameron as the main man co-ordinating the years comp.  @@ The FX1 electric PROLON runs on Ni-Cad batteries, this makes it extremely light and easily transportable with short charge times.  @@ Having broken my ankle on one, I vowed never to ride a PROLON ever again, so Neighbours is a good substitute. 	2.29	1.03	6	C	scooter_skateboard	123	0.2185	0.206	0.231
286_L6_D	blean	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	Mr Nagdi was ambushed and shot by two men riding a BLEAN on a busy street.  @@ In an act of municipal vandalism, they demolished the BLEAN area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled BLEAN, with upright handlebars.  @@ This year Farnborough BLEAN club is reformed again with Doug Cameron as the main man co-ordinating the years comp.  @@ The FX1 electric BLEAN runs on Ni-Cad batteries, this makes it extremely light and easily transportable with short charge times.  @@ Having broken my ankle on one, I vowed never to ride a BLEAN ever again, so Neighbours is a good substitute. 	2.86	1.457	6	D	scooter_skateboard	123	0.1225	0.173	0.072
286_L6_E	mulloun	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	Mr Nagdi was ambushed and shot by two men riding a MULLOUN on a busy street.  @@ In an act of municipal vandalism, they demolished the MULLOUN area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled MULLOUN, with upright handlebars.  @@ This year Farnborough MULLOUN club is reformed again with Doug Cameron as the main man co-ordinating the years comp.  @@ The FX1 electric MULLOUN runs on Ni-Cad batteries, this makes it extremely light and easily transportable with short charge times.  @@ Having broken my ankle on one, I vowed never to ride a MULLOUN ever again, so Neighbours is a good substitute. 	1.71	1.161	6	E	scooter_skateboard	123	0.084	0	0.168
286_L6_F	zeasot	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	Mr Nagdi was ambushed and shot by two men riding a ZEASOT on a busy street.  @@ In an act of municipal vandalism, they demolished the ZEASOT area at Harvington and have done nothing to replace it.  @@ It looks rather like a motorised version of a child 's two-wheeled ZEASOT, with upright handlebars.  @@ This year Farnborough ZEASOT club is reformed again with Doug Cameron as the main man co-ordinating the years comp.  @@ The FX1 electric ZEASOT runs on Ni-Cad batteries, this makes it extremely light and easily transportable with short charge times.  @@ Having broken my ankle on one, I vowed never to ride a ZEASOT ever again, so Neighbours is a good substitute. 	1.57	0.728	6	F	scooter_skateboard	123	0	0	0
287_L2_A	chengee	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	A All our CHENGEES have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of CHENGEE facility. 	1.86	0.833	2	A	scooter_skateboard	38	0.472	0.341	0.603
287_L2_B	mufeer	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	A All our MUFEERS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of MUFEER facility. 	3.57	1.678	2	B	scooter_skateboard	38	0.2975	0.232	0.363
287_L2_C	mellet	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	A All our MELLETS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of MELLET facility. 	2.86	0.833	2	C	scooter_skateboard	38	0.2185	0.206	0.231
287_L2_D	commack	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	A All our COMMACKS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of COMMACK facility. 	1.43	0.728	2	D	scooter_skateboard	38	0.1225	0.173	0.072
287_L2_E	sneach	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	A All our SNEACHES have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of SNEACH facility. 	1.57	0.904	2	E	scooter_skateboard	38	0.084	0	0.168
287_L2_F	angret	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	A All our ANGRETS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of ANGRET facility. 	1.29	0.7	2	F	scooter_skateboard	38	0	0	0
287_L4_A	mirett	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	A All our MIRETTS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of MIRETT facility.  @@ " And every time the pose was over they 'd be off on their MIRETTS,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the MIRETT ramps. 	2	0.926	4	A	scooter_skateboard	76	0.472	0.341	0.603
287_L4_B	specloom	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	A All our SPECLOOMS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of SPECLOOM facility.  @@ " And every time the pose was over they 'd be off on their SPECLOOMS,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the SPECLOOM ramps. 	3.43	1.294	4	B	scooter_skateboard	76	0.2975	0.232	0.363
287_L4_C	logatee	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	A All our LOGATEES have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of LOGATEE facility.  @@ " And every time the pose was over they 'd be off on their LOGATEES,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the LOGATEE ramps. 	2	1.309	4	C	scooter_skateboard	76	0.2185	0.206	0.231
287_L4_D	prolon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	A All our PROLONS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of PROLON facility.  @@ " And every time the pose was over they 'd be off on their PROLONS,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the PROLON ramps. 	2	1.414	4	D	scooter_skateboard	76	0.1225	0.173	0.072
287_L4_E	muttle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	A All our MUTTLES have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of MUTTLE facility.  @@ " And every time the pose was over they 'd be off on their MUTTLES,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the MUTTLE ramps. 	1.57	1.05	4	E	scooter_skateboard	76	0.084	0	0.168
287_L4_F	benwesh	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	A All our BENWESHES have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of BENWESH facility.  @@ " And every time the pose was over they 'd be off on their BENWESHES,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the BENWESH ramps. 	1.57	0.728	4	F	scooter_skateboard	76	0	0	0
287_L6_A	lokanon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	A All our LOKANONS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of LOKANON facility.  @@ " And every time the pose was over they 'd be off on their LOKANONS,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the LOKANON ramps.  @@ I dressed, got the LOKANON out, turned the motor on and off I went.  @@ (c) LOKANON parks - rental evidence should be analyses in term of a price per m 2. 	2	0.756	6	A	scooter_skateboard	113	0.472	0.341	0.603
287_L6_B	faucin	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	A All our FAUCINS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of FAUCIN facility.  @@ " And every time the pose was over they 'd be off on their FAUCINS,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the FAUCIN ramps.  @@ I dressed, got the FAUCIN out, turned the motor on and off I went.  @@ (c) FAUCIN parks - rental evidence should be analyses in term of a price per m 2. 	3.86	1.355	6	B	scooter_skateboard	113	0.2975	0.232	0.363
287_L6_C	warpen	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	A All our WARPENS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of WARPEN facility.  @@ " And every time the pose was over they 'd be off on their WARPENS,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the WARPEN ramps.  @@ I dressed, got the WARPEN out, turned the motor on and off I went.  @@ (c) WARPEN parks - rental evidence should be analyses in term of a price per m 2. 	2.71	1.278	6	C	scooter_skateboard	113	0.2185	0.206	0.231
287_L6_D	shold	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	A All our SHOLDS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of SHOLD facility.  @@ " And every time the pose was over they 'd be off on their SHOLDS,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the SHOLD ramps.  @@ I dressed, got the SHOLD out, turned the motor on and off I went.  @@ (c) SHOLD parks - rental evidence should be analyses in term of a price per m 2. 	2.14	1.355	6	D	scooter_skateboard	113	0.1225	0.173	0.072
287_L6_E	gartic	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	A All our GARTICS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of GARTIC facility.  @@ " And every time the pose was over they 'd be off on their GARTICS,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the GARTIC ramps.  @@ I dressed, got the GARTIC out, turned the motor on and off I went.  @@ (c) GARTIC parks - rental evidence should be analyses in term of a price per m 2. 	2.14	1.355	6	E	scooter_skateboard	113	0.084	0	0.168
287_L6_F	simina	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	A All our SIMINAS have a maximum speed of 4MPH except for the Magnum which is 8MPH.  @@ Last word from the local council was that they were in favour of providing some form of SIMINA facility.  @@ " And every time the pose was over they 'd be off on their SIMINAS,"broods Miss Stetson.  @@ Since our meeting noise monitoring has been carried out at the property nearest the SIMINA ramps.  @@ I dressed, got the SIMINA out, turned the motor on and off I went.  @@ (c) SIMINA parks - rental evidence should be analyses in term of a price per m 2. 	1.86	1.457	6	F	scooter_skateboard	113	0	0	0
288_L2_A	shold	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the SHOLD." @@ Youth facilities to include small SHOLD park, youth shelter and five-a-side football pitch and basketball court. 	1.71	0.452	2	A	scooter_skateboard	41	0.472	0.341	0.603
288_L2_B	lantect	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the LANTECT." @@ Youth facilities to include small LANTECT park, youth shelter and five-a-side football pitch and basketball court. 	2.14	0.99	2	B	scooter_skateboard	41	0.2975	0.232	0.363
288_L2_C	commack	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the COMMACK." @@ Youth facilities to include small COMMACK park, youth shelter and five-a-side football pitch and basketball court. 	2.71	1.278	2	C	scooter_skateboard	41	0.2185	0.206	0.231
288_L2_D	dreal	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the DREAL." @@ Youth facilities to include small DREAL park, youth shelter and five-a-side football pitch and basketball court. 	1.57	1.4	2	D	scooter_skateboard	41	0.1225	0.173	0.072
288_L2_E	raddan	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the RADDAN." @@ Youth facilities to include small RADDAN park, youth shelter and five-a-side football pitch and basketball court. 	2.43	1.178	2	E	scooter_skateboard	41	0.084	0	0.168
288_L2_F	sourn	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the SOURN." @@ Youth facilities to include small SOURN park, youth shelter and five-a-side football pitch and basketball court. 	1.86	1.125	2	F	scooter_skateboard	41	0	0	0
288_L4_A	misset	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the MISSET." @@ Youth facilities to include small MISSET park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for MISSETS no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes MISSETS. 	1.43	0.495	4	A	scooter_skateboard	87	0.472	0.341	0.603
288_L4_B	argle	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the ARGLE." @@ Youth facilities to include small ARGLE park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for ARGLES no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes ARGLES. 	2.86	1.355	4	B	scooter_skateboard	87	0.2975	0.232	0.363
288_L4_C	pubble	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the PUBBLE." @@ Youth facilities to include small PUBBLE park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for PUBBLES no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes PUBBLES. 	1.86	1.355	4	C	scooter_skateboard	87	0.2185	0.206	0.231
288_L4_D	skink	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the SKINK." @@ Youth facilities to include small SKINK park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for SKINKS no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes SKINKS. 	1.86	1.457	4	D	scooter_skateboard	87	0.1225	0.173	0.072
288_L4_E	stimaran	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the STIMARAN." @@ Youth facilities to include small STIMARAN park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for STIMARANS no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes STIMARANS. 	2	1.604	4	E	scooter_skateboard	87	0.084	0	0.168
288_L4_F	wisbip	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the WISBIP." @@ Youth facilities to include small WISBIP park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for WISBIPS no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes WISBIPS. 	2	1.414	4	F	scooter_skateboard	87	0	0	0
288_L6_A	bluid	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the BLUID." @@ Youth facilities to include small BLUID park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for BLUIDS no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes BLUIDS.  @@ Simplantex offer a range of All Weather Wear garments which are specifically designed to meet the needs of wheelchair and BLUID users.  @@ She campaigned for four years to get them a BLUID park, which now attracts teenagers from across the city. 	1.86	1.355	6	A	scooter_skateboard	131	0.472	0.341	0.603
288_L6_B	awthan	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the AWTHAN." @@ Youth facilities to include small AWTHAN park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for AWTHANS no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes AWTHANS.  @@ Simplantex offer a range of All Weather Wear garments which are specifically designed to meet the needs of wheelchair and AWTHAN users.  @@ She campaigned for four years to get them an AWTHAN park, which now attracts teenagers from across the city. 	2.29	1.03	6	B	scooter_skateboard	131	0.2975	0.232	0.363
288_L6_C	plara	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the PLARA." @@ Youth facilities to include small PLARA park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for PLARAS no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes PLARAS.  @@ Simplantex offer a range of All Weather Wear garments which are specifically designed to meet the needs of wheelchair and PLARA users.  @@ She campaigned for four years to get them a PLARA park, which now attracts teenagers from across the city. 	1.86	0.833	6	C	scooter_skateboard	131	0.2185	0.206	0.231
288_L6_D	ganbish	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the GANBISH." @@ Youth facilities to include small GANBISH park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for GANBISHES no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes GANBISHES.  @@ Simplantex offer a range of All Weather Wear garments which are specifically designed to meet the needs of wheelchair and GANBISH users.  @@ She campaigned for four years to get them a GANBISH park, which now attracts teenagers from across the city. 	1.14	0.35	6	D	scooter_skateboard	131	0.1225	0.173	0.072
288_L6_E	aryssum	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the ARYSSUM." @@ Youth facilities to include small ARYSSUM park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for ARYSSUMS no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes ARYSSUMS.  @@ Simplantex offer a range of All Weather Wear garments which are specifically designed to meet the needs of wheelchair and ARYSSUM users.  @@ She campaigned for four years to get them an ARYSSUM park, which now attracts teenagers from across the city. 	1.29	0.7	6	E	scooter_skateboard	131	0.084	0	0.168
288_L6_F	caulan	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	" I like to go down to the Albert Dock but I can't manage it very well without the CAULAN." @@ Youth facilities to include small CAULAN park, youth shelter and five-a-side football pitch and basketball court.  @@ Please note it is a requirement for the MOT for CAULANS no matter what year to have a rear brake light.  @@ A new voucher system enables kids to choose attractive and colourful frames, which reflect the brightness of mountain bikes CAULANS.  @@ Simplantex offer a range of All Weather Wear garments which are specifically designed to meet the needs of wheelchair and CAULAN users.  @@ She campaigned for four years to get them a CAULAN park, which now attracts teenagers from across the city. 	1.86	1.355	6	F	scooter_skateboard	131	0	0	0
289_L2_A	cange	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	At four o'clock Louise arrived on her CANGE and parked it outside the Bristows'council house.  @@ These include trampolining safety, CANGE safety, water and leisure safety, goal post safety and soft play areas. 	1.57	0.728	2	A	scooter_skateboard	39	0.472	0.341	0.603
289_L2_B	vasour	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	At four o'clock Louise arrived on her VASOUR and parked it outside the Bristows'council house.  @@ These include trampolining safety, VASOUR safety, water and leisure safety, goal post safety and soft play areas. 	2.86	1.245	2	B	scooter_skateboard	39	0.2975	0.232	0.363
289_L2_C	smurg	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	At four o'clock Louise arrived on her SMURG and parked it outside the Bristows'council house.  @@ These include trampolining safety, SMURG safety, water and leisure safety, goal post safety and soft play areas. 	2.86	1.457	2	C	scooter_skateboard	39	0.2185	0.206	0.231
289_L2_D	haiwu	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	At four o'clock Louise arrived on her HAIWU and parked it outside the Bristows'council house.  @@ These include trampolining safety, HAIWU safety, water and leisure safety, goal post safety and soft play areas. 	2.71	1.161	2	D	scooter_skateboard	39	0.1225	0.173	0.072
289_L2_E	puchin	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	At four o'clock Louise arrived on her PUCHIN and parked it outside the Bristows'council house.  @@ These include trampolining safety, PUCHIN safety, water and leisure safety, goal post safety and soft play areas. 	2.57	1.841	2	E	scooter_skateboard	39	0.084	0	0.168
289_L2_F	misset	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	At four o'clock Louise arrived on her MISSET and parked it outside the Bristows'council house.  @@ These include trampolining safety, MISSET safety, water and leisure safety, goal post safety and soft play areas. 	2	1.414	2	F	scooter_skateboard	39	0	0	0
289_L4_A	haxwu	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	At four o'clock Louise arrived on her HAXWU and parked it outside the Bristows'council house.  @@ These include trampolining safety, HAXWU safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes HAXWUS accross the site.  @@ I 'm street champ on my HAXWU and mountain bike - and ace at computer games! 	1.71	1.161	4	A	scooter_skateboard	73	0.472	0.341	0.603
289_L4_B	gitby	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	At four o'clock Louise arrived on her GITBY and parked it outside the Bristows'council house.  @@ These include trampolining safety, GITBY safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes GITBIES accross the site.  @@ I 'm street champ on my GITBY and mountain bike - and ace at computer games! 	1.86	0.99	4	B	scooter_skateboard	73	0.2975	0.232	0.363
289_L4_C	salbia	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	At four o'clock Louise arrived on her SALBIA and parked it outside the Bristows'council house.  @@ These include trampolining safety, SALBIA safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes SALBIAS accross the site.  @@ I 'm street champ on my SALBIA and mountain bike - and ace at computer games! 	2	0.926	4	C	scooter_skateboard	73	0.2185	0.206	0.231
289_L4_D	wreth	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	At four o'clock Louise arrived on her WRETH and parked it outside the Bristows'council house.  @@ These include trampolining safety, WRETH safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes WRETHS accross the site.  @@ I 'm street champ on my WRETH and mountain bike - and ace at computer games! 	1.57	0.904	4	D	scooter_skateboard	73	0.1225	0.173	0.072
